Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;;;
;;;-522000.0166;-3999999.911;;;;;-522000.0166;21999999.88;;;;
;;;-521000.0672;-3999999.911;;;;;-521000.0672;17999999.23;;;;
;;;-520000.0596;-3999999.911;;;;;-520000.0596;19999998.81;;;;
;;;-519000.052;-79999998.21;;;;;-519000.052;19999998.81;;;;
;;;-518000.0444;-3999999.911;;;;;-518000.0444;19999998.81;;;;
;;;-517000.0368;-3999999.911;;;;;-517000.0368;19999998.81;;;;
;;;-516000.0292;-79999998.21;;;;;-516000.0292;19999998.81;;;;
;;;-515000.0216;-79999998.21;;;;;-515000.0216;19999998.81;;;;
;;;-514000.0721;-79999998.21;;;;;-514000.0721;19999998.81;;;;
;;;-513000.0645;-1199999.973;;;;;-513000.0645;19999998.81;;;;
;;;-512000.0569;-1199999.973;;;;;-512000.0569;17999999.23;;;;
;;;-511000.0493;-1199999.973;;;;;-511000.0493;19999998.81;;;;
;;;-510000.0417;-15999999.64;;;;;-510000.0417;17999999.23;;;;
;;;-509000.0341;-1199999.973;;;;;-509000.0341;17999999.23;;;;
;;;-508000.0265;-15999999.64;;;;;-508000.0265;19999998.81;;;;
;;;-507000.0188;-15999999.64;;;;;-507000.0188;19999998.81;;;;
;;;-506000.0694;-1199999.973;;;;;-506000.0694;17999999.23;;;;
;;;-505000.0618;-15999999.64;;;;;-505000.0618;17999999.23;;;;
;;;-504000.0542;-15999999.64;;;;;-504000.0542;17999999.23;;;;
;;;-503000.0466;-15999999.64;;;;;-503000.0466;17999999.23;;;;
;;;-502000.039;-15999999.64;;;;;-502000.039;17999999.23;;;;
;;;-501000.0314;-15999999.64;;;;;-501000.0314;19999998.81;;;;
;;;-500000.0237;-19999998.81;;;;;-500000.0237;19999998.81;;;;
;;;-499000.0743;-19999998.81;;;;;-499000.0743;17999999.23;;;;
;;;-498000.0667;-19999998.81;;;;;-498000.0667;17999999.23;;;;
;;;-497000.0591;-19999998.81;;;;;-497000.0591;17999999.23;;;;
;;;-496000.0515;-23999999.46;;;;;-496000.0515;17999999.23;;;;
;;;-495000.0439;-19999998.81;;;;;-495000.0439;17999999.23;;;;
;;;-494000.0363;-19999998.81;;;;;-494000.0363;17999999.23;;;;
;;;-493000.0287;-23999999.46;;;;;-493000.0287;15999999.64;;;;
;;;-492000.021;-23999999.46;;;;;-492000.021;15999999.64;;;;
;;;-491000.0716;-23999999.46;;;;;-491000.0716;17999999.23;;;;
;;;-490000.064;-23999999.46;;;;;-490000.064;17999999.23;;;;
;;;-489000.0564;-23999999.46;;;;;-489000.0564;17999999.23;;;;
;;;-488000.0488;-23999999.46;;;;;-488000.0488;15999999.64;;;;
;;;-487000.0412;-23999999.46;;;;;-487000.0412;19999998.81;;;;
;;;-486000.0336;-28000000.12;;;;;-486000.0336;19999998.81;;;;
;;;-485000.0551;-28000000.12;;;;;-485000.0551;19999998.81;;;;
;;;-484000.0474;-28000000.12;;;;;-484000.0474;17999999.23;;;;
;;;-483000.0398;-28000000.12;;;;;-483000.0398;17999999.23;;;;
;;;-482000.0322;-28000000.12;;;;;-482000.0322;17999999.23;;;;
;;;-481000.0537;-28000000.12;;;;;-481000.0537;15999999.64;;;;
;;;-480000.0461;-28000000.12;;;;;-480000.0461;15999999.64;;;;
;;;-479000.0385;-28000000.12;;;;;-479000.0385;15999999.64;;;;
;;;-478000.06;-31999999.29;;;;;-478000.06;17999999.23;;;;
;;;-477000.0523;-31999999.29;;;;;-477000.0523;17999999.23;;;;
;;;-476000.0447;-31999999.29;;;;;-476000.0447;17999999.23;;;;
;;;-475000.0371;-31999999.29;;;;;-475000.0371;15999999.64;;;;
;;;-474000.0586;-31999999.29;;;;;-474000.0586;17999999.23;;;;
;;;-473000.051;-31999999.29;;;;;-473000.051;17999999.23;;;;
;;;-472000.0434;-35999998.45;;;;;-472000.0434;17999999.23;;;;
;;;-471000.0358;-31999999.29;;;;;-471000.0358;15999999.64;;;;
;;;-470000.0572;-35999998.45;;;;;-470000.0572;15999999.64;;;;
;;;-469000.0496;-35999998.45;;;;;-469000.0496;1400000.006;;;;
;;;-468000.042;-35999998.45;;;;;-468000.042;15999999.64;;;;
;;;-467000.0344;-35999998.45;;;;;-467000.0344;15999999.64;;;;
;;;-466000.0559;-39999997.62;;;;;-466000.0559;15999999.64;;;;
;;;-465000.0483;-35999998.45;;;;;-465000.0483;15999999.64;;;;
;;;-464000.0407;-39999997.62;;;;;-464000.0407;15999999.64;;;;
;;;-463000.0331;-39999997.62;;;;;-463000.0331;17999999.23;;;;
;;;-462000.0545;-39999997.62;;;;;-462000.0545;15999999.64;;;;
;;;-461000.0469;-39999997.62;;;;;-461000.0469;15999999.64;;;;
;;;-460000.0393;-39999997.62;;;;;-460000.0393;15999999.64;;;;
;;;-459000.0317;-439999997.6;;;;;-459000.0317;15999999.64;;;;
;;;-458000.0532;-439999997.6;;;;;-458000.0532;15999999.64;;;;
;;;-457000.0456;-439999997.6;;;;;-457000.0456;17999999.23;;;;
;;;-456000.038;-439999997.6;;;;;-456000.038;15999999.64;;;;
;;;-455000.0594;-439999997.6;;;;;-455000.0594;15999999.64;;;;
;;;-454000.0518;-479999989.3;;;;;-454000.0518;1400000.006;;;;
;;;-453000.0442;-479999989.3;;;;;-453000.0442;15999999.64;;;;
;;;-452000.0366;-479999989.3;;;;;-452000.0366;15999999.64;;;;
;;;-451000.0581;-479999989.3;;;;;-451000.0581;1400000.006;;;;
;;;-450000.0505;-479999989.3;;;;;-450000.0505;1400000.006;;;;
;;;-449000.0429;-479999989.3;;;;;-449000.0429;15999999.64;;;;
;;;-448000.0352;-479999989.3;;;;;-448000.0352;1400000.006;;;;
;;;-447000.0567;-519999980.9;;;;;-447000.0567;1400000.006;;;;
;;;-446000.0491;-519999980.9;;;;;-446000.0491;1400000.006;;;;
;;;-445000.0415;-519999980.9;;;;;-445000.0415;1199999.973;;;;
;;;-444000.0339;-519999980.9;;;;;-444000.0339;1400000.006;;;;
;;;-443000.0554;-519999980.9;;;;;-443000.0554;1400000.006;;;;
;;;-442000.0478;-519999980.9;;;;;-442000.0478;15999999.64;;;;
;;;-441000.0402;-519999980.9;;;;;-441000.0402;1400000.006;;;;
;;;-440000.0325;-560000002.4;;;;;-440000.0325;1400000.006;;;;
;;;-439000.054;-519999980.9;;;;;-439000.054;1400000.006;;;;
;;;-438000.0464;-560000002.4;;;;;-438000.0464;1199999.973;;;;
;;;-437000.0388;-599999964.2;;;;;-437000.0388;15999999.64;;;;
;;;-436000.0603;-560000002.4;;;;;-436000.0603;1400000.006;;;;
;;;-435000.0527;-599999964.2;;;;;-435000.0527;1199999.973;;;;
;;;-434000.0451;-599999964.2;;;;;-434000.0451;1199999.973;;;;
;;;-433000.0374;-599999964.2;;;;;-433000.0374;1199999.973;;;;
;;;-432000.0589;-599999964.2;;;;;-432000.0589;1199999.973;;;;
;;;-431000.0513;-599999964.2;;;;;-431000.0513;1199999.973;;;;
;;;-430000.0437;-599999964.2;;;;;-430000.0437;1199999.973;;;;
;;;-429000.0361;-599999964.2;;;;;-429000.0361;1400000.006;;;;
;;;-428000.0576;-599999964.2;;;;;-428000.0576;1400000.006;;;;
;;;-427000.05;-599999964.2;;;;;-427000.05;1199999.973;;;;
;;;-426000.0424;-599999964.2;;;;;-426000.0424;1400000.006;;;;
;;;-425000.0347;-599999964.2;;;;;-425000.0347;1199999.973;;;;
;;;-424000.0562;-639999985.7;;;;;-424000.0562;1400000.006;;;;
;;;-423000.0486;-599999964.2;;;;;-423000.0486;99999994.04;;;;
;;;-422000.041;-639999985.7;;;;;-422000.041;1400000.006;;;;
;;;-421000.0334;-639999985.7;;;;;-421000.0334;1199999.973;;;;
;;;-420000.0549;-639999985.7;;;;;-420000.0549;99999994.04;;;;
;;;-419000.0473;-680000007.2;;;;;-419000.0473;1199999.973;;;;
;;;-418000.0396;-639999985.7;;;;;-418000.0396;99999994.04;;;;
;;;-417000.032;-680000007.2;;;;;-417000.032;99999994.04;;;;
;;;-416000.0535;-680000007.2;;;;;-416000.0535;1199999.973;;;;
;;;-415000.0459;-680000007.2;;;;;-415000.0459;1199999.973;;;;
;;;-414000.0383;-680000007.2;;;;;-414000.0383;99999994.04;;;;
;;;-413000.0598;-680000007.2;;;;;-413000.0598;1199999.973;;;;
;;;-412000.0522;-680000007.2;;;;;-412000.0522;99999994.04;;;;
;;;-411000.0446;-680000007.2;;;;;-411000.0446;1199999.973;;;;
;;;-410000.0369;-680000007.2;;;;;-410000.0369;99999994.04;;;;
;;;-409000.0584;-719999969;;;;;-409000.0584;99999994.04;;;;
;;;-408000.0508;-719999969;;;;;-408000.0508;99999994.04;;;;
;;;-407000.0432;-719999969;;;;;-407000.0432;1199999.973;;;;
;;;-406000.0356;-719999969;;;;;-406000.0356;99999994.04;;;;
;;;-405000.0571;-719999969;;;;;-405000.0571;99999994.04;;;;
;;;-404000.0495;-719999969;;;;;-404000.0495;99999994.04;;;;
;;;-40300.00418;-719999969;;;;;-40300.00418;99999994.04;;;;
;;;-40200.00342;-719999969;;;;;-40200.00342;79999998.21;;;;
;;;-40100.00557;-759999990.5;;;;;-40100.00557;99999994.04;;;;
;;;-40000.00481;-719999969;;;;;-40000.00481;99999994.04;;;;
;;;-39900.00405;-759999990.5;;;;;-39900.00405;99999994.04;;;;
;;;-39800.00329;-759999990.5;;;;;-39800.00329;99999994.04;;;;
;;;-39700.00544;-759999990.5;;;;;-39700.00544;99999994.04;;;;
;;;-39600.00468;-759999990.5;;;;;-39600.00468;99999994.04;;;;
;;;-39500.00391;-719999969;;;;;-39500.00391;99999994.04;;;;
;;;-39400.00315;-759999990.5;;;;;-39400.00315;99999994.04;;;;
;;;-39300.0053;-759999990.5;;;;;-39300.0053;99999994.04;;;;
;;;-39200.00454;-759999990.5;;;;;-39200.00454;99999994.04;;;;
;;;-39100.00378;-759999990.5;;;;;-39100.00378;79999998.21;;;;
;;;-39000.00593;-799999952.3;;;;;-39000.00593;99999994.04;;;;
;;;-38900.00517;-799999952.3;;;;;-38900.00517;99999994.04;;;;
;;;-38800.0044;-799999952.3;;;;;-38800.0044;99999994.04;;;;
;;;-38700.00364;-799999952.3;;;;;-38700.00364;79999998.21;;;;
;;;-38600.00579;-839999973.8;;;;;-38600.00579;79999998.21;;;;
;;;-38500.00503;-799999952.3;;;;;-38500.00503;79999998.21;;;;
;;;-38400.00427;-799999952.3;;;;;-38400.00427;79999998.21;;;;
;;;-38300.00351;-839999973.8;;;;;-38300.00351;79999998.21;;;;
;;;-38200.00566;-799999952.3;;;;;-38200.00566;79999998.21;;;;
;;;-38100.0049;-839999973.8;;;;;-38100.0049;79999998.21;;;;
;;;-38000.00413;-839999973.8;;;;;-38000.00413;59999998.66;;;;
;;;-37900.00337;-839999973.8;;;;;-37900.00337;59999998.66;;;;
;;;-37800.00552;-839999973.8;;;;;-37800.00552;79999998.21;;;;
;;;-37700.00476;-839999973.8;;;;;-37700.00476;79999998.21;;;;
;;;-37600.004;-839999973.8;;;;;-37600.004;79999998.21;;;;
;;;-37500.00324;-839999973.8;;;;;-37500.00324;79999998.21;;;;
;;;-37400.00539;-839999973.8;;;;;-37400.00539;59999998.66;;;;
;;;-37300.00462;-839999973.8;;;;;-37300.00462;59999998.66;;;;
;;;-37200.00386;-839999973.8;;;;;-37200.00386;59999998.66;;;;
;;;-37100.00601;-839999973.8;;;;;-37100.00601;79999998.21;;;;
;;;-37000.00525;-879999995.2;;;;;-37000.00525;79999998.21;;;;
;;;-36900.00449;-879999995.2;;;;;-36900.00449;79999998.21;;;;
;;;-36800.00373;-879999995.2;;;;;-36800.00373;59999998.66;;;;
;;;-36700.00588;-879999995.2;;;;;-36700.00588;59999998.66;;;;
;;;-36600.00511;-879999995.2;;;;;-36600.00511;79999998.21;;;;
;;;-36500.00435;-839999973.8;;;;;-36500.00435;59999998.66;;;;
;;;-36400.00359;-839999973.8;;;;;-36400.00359;59999998.66;;;;
;;;-36300.00574;-879999995.2;;;;;-36300.00574;59999998.66;;;;
;;;-36200.00498;-919999957.1;;;;;-36200.00498;59999998.66;;;;
;;;-36100.00422;-879999995.2;;;;;-36100.00422;59999998.66;;;;
;;;-36000.00346;-879999995.2;;;;;-36000.00346;59999998.66;;;;
;;;-35900.00561;-879999995.2;;;;;-35900.00561;3999999.911;;;;
;;;-35800.00484;-879999995.2;;;;;-35800.00484;59999998.66;;;;
;;;-35700.00408;-919999957.1;;;;;-35700.00408;59999998.66;;;;
;;;-35600.00332;-879999995.2;;;;;-35600.00332;59999998.66;;;;
;;;-35500.00547;-879999995.2;;;;;-35500.00547;3999999.911;;;;
;;;-35400.00471;-879999995.2;;;;;-35400.00471;3999999.911;;;;
;;;-35300.00395;-839999973.8;;;;;-35300.00395;3999999.911;;;;
;;;-35200.00319;-919999957.1;;;;;-35200.00319;59999998.66;;;;
;;;-35100.00533;-919999957.1;;;;;-35100.00533;3999999.911;;;;
;;;-35000.00457;-919999957.1;;;;;-35000.00457;3999999.911;;;;
;;;-34900.00381;-919999957.1;;;;;-34900.00381;59999998.66;;;;
;;;-34800.00596;-919999957.1;;;;;-34800.00596;3999999.911;;;;
;;;-34700.0052;-919999957.1;;;;;-34700.0052;3999999.911;;;;
;;;-34600.00444;-919999957.1;;;;;-34600.00444;3999999.911;;;;
;;;-34500.00368;-959999978.5;;;;;-34500.00368;3999999.911;;;;
;;;-34400.00583;-959999978.5;;;;;-34400.00583;3999999.911;;;;
;;;-34300.00506;-959999978.5;;;;;-34300.00506;3999999.911;;;;
;;;-34200.0043;-919999957.1;;;;;-34200.0043;199999.996;;;;
;;;-34100.00354;-959999978.5;;;;;-34100.00354;3999999.911;;;;
;;;-34000.00569;-959999978.5;;;;;-34000.00569;199999.996;;;;
;;;-33900.00493;-919999957.1;;;;;-33900.00493;199999.996;;;;
;;;-33800.00417;-959999978.5;;;;;-33800.00417;199999.996;;;;
;;;-33700.00341;-959999978.5;;;;;-33700.00341;199999.996;;;;
;;;-33600.00555;-919999957.1;;;;;-33600.00555;3999999.911;;;;
;;;-33500.00479;-959999978.5;;;;;-33500.00479;199999.996;;;;
;;;-33400.00403;-959999978.5;;;;;-33400.00403;199999.996;;;;
;;;-33300.00327;-959999978.5;;;;;-33300.00327;0;;;;
;;;-33200.00542;-959999978.5;;;;;-33200.00542;199999.996;;;;
;;;-33100.00466;-959999978.5;;;;;-33100.00466;199999.996;;;;
;;;-33000.0039;-959999978.5;;;;;-33000.0039;3999999.911;;;;
;;;-32900.00605;-959999978.5;;;;;-32900.00605;199999.996;;;;
;;;-32800.00528;-959999978.5;;;;;-32800.00528;199999.996;;;;
;;;-32700.00452;-959999978.5;;;;;-32700.00452;199999.996;;;;
;;;-32600.00376;-959999978.5;;;;;-32600.00376;199999.996;;;;
;;;-32500.00591;-959999978.5;;;;;-32500.00591;199999.996;;;;
;;;-32400.00515;-959999978.5;;;;;-32400.00515;0;;;;
;;;-32300.00439;-1000000;;;;;-32300.00439;0;;;;
;;;-32200.00363;-959999978.5;;;;;-32200.00363;0;;;;
;;;-32100.00577;-1000000;;;;;-32100.00577;0;;;;
;;;-32000.00501;-1000000;;;;;-32000.00501;0;;;;
;;;-31900.00425;-1000000;;;;;-31900.00425;199999.996;;;;
;;;-31800.00349;-1000000;;;;;-31800.00349;0;;;;
;;;-31700.00564;-1000000;;;;;-31700.00564;0;;;;
;;;-31600.00488;-1000000;;;;;-31600.00488;0;;;;
;;;-31500.00412;-1000000;;;;;-31500.00412;0;;;;
;;;-31400.00335;-1000000;;;;;-31400.00335;0;;;;
;;;-31300.0055;-1000000;;;;;-31300.0055;-199999.996;;;;
;;;-31200.00474;-1000000;;;;;-31200.00474;0;;;;
;;;-31100.00398;-1000000;;;;;-31100.00398;0;;;;
;;;-31000.00322;-1000000;;;;;-31000.00322;0;;;;
;;;-30900.00537;-1000000;;;;;-30900.00537;-199999.996;;;;
;;;-30800.00461;-1000000;;;;;-30800.00461;-199999.996;;;;
;;;-30700.00385;-1000000;;;;;-30700.00385;-199999.996;;;;
;;;-30600.00599;-1000000;;;;;-30600.00599;-199999.996;;;;
;;;-30500.00523;-1000000;;;;;-30500.00523;-199999.996;;;;
;;;-30400.00447;-1000000;;;;;-30400.00447;-199999.996;;;;
;;;-30300.00371;-1000000;;;;;-30300.00371;-199999.996;;;;
;;;-30200.00586;-1000000;;;;;-30200.00586;-199999.996;;;;
;;;-30100.0051;-10400000;;;;;-30100.0051;-199999.996;;;;
;;;-30000.00434;-1000000;;;;;-30000.00434;-199999.996;;;;
;;;-29900.00357;-1000000;;;;;-29900.00357;-199999.996;;;;
;;;-29800.00572;-10400000;;;;;-29800.00572;-3999999.911;;;;
;;;-29700.00496;-10400000;;;;;-29700.00496;-3999999.911;;;;
;;;-29600.0042;-10400000;;;;;-29600.0042;-3999999.911;;;;
;;;-29500.00344;-10400000;;;;;-29500.00344;-3999999.911;;;;
;;;-29400.00559;-10400000;;;;;-29400.00559;-199999.996;;;;
;;;-29300.00483;-1000000;;;;;-29300.00483;-199999.996;;;;
;;;-29200.00406;-10400000;;;;;-29200.00406;-199999.996;;;;
;;;-29100.0033;-10400000;;;;;-29100.0033;-3999999.911;;;;
;;;-29000.00545;-10400000;;;;;-29000.00545;-3999999.911;;;;
;;;-28900.00469;-10400000;;;;;-28900.00469;-3999999.911;;;;
;;;-28800.00393;-10400000;;;;;-28800.00393;-3999999.911;;;;
;;;-28700.00608;-10400000;;;;;-28700.00608;-3999999.911;;;;
;;;-28600.00532;-10400000;;;;;-28600.00532;-3999999.911;;;;
;;;-28500.00456;-10400000;;;;;-28500.00456;-199999.996;;;;
;;;-28400.00379;-10400000;;;;;-28400.00379;-3999999.911;;;;
;;;-28300.00594;-10400000;;;;;-28300.00594;-59999998.66;;;;
;;;-28200.00518;-10400000;;;;;-28200.00518;-3999999.911;;;;
;;;-28100.00442;-1000000;;;;;-28100.00442;-3999999.911;;;;
;;;-28000.00366;-10400000;;;;;-28000.00366;-59999998.66;;;;
;;;-27900.00581;-10400000;;;;;-27900.00581;-59999998.66;;;;
;;;-27800.00505;-10400000;;;;;-27800.00505;-59999998.66;;;;
;;;-27700.00428;-10400000;;;;;-27700.00428;-59999998.66;;;;
;;;-27600.00352;-1000000;;;;;-27600.00352;-3999999.911;;;;
;;;-27500.00567;-1000000;;;;;-27500.00567;-3999999.911;;;;
;;;-27400.00491;-10400000;;;;;-27400.00491;-59999998.66;;;;
;;;-27300.00415;-10400000;;;;;-27300.00415;-59999998.66;;;;
;;;-27200.00339;-1000000;;;;;-27200.00339;-59999998.66;;;;
;;;-27100.00554;-10400000;;;;;-27100.00554;-59999998.66;;;;
;;;-27000.00478;-1000000;;;;;-27000.00478;-59999998.66;;;;
;;;-26900.00401;-10400000;;;;;-26900.00401;-59999998.66;;;;
;;;-26800.00325;-1000000;;;;;-26800.00325;-59999998.66;;;;
;;;-26700.0054;-1000000;;;;;-26700.0054;-59999998.66;;;;
;;;-26600.00464;-10400000;;;;;-26600.00464;-59999998.66;;;;
;;;-26500.00388;-10400000;;;;;-26500.00388;-59999998.66;;;;
;;;-26400.00603;-10400000;;;;;-26400.00603;-79999998.21;;;;
;;;-26300.00527;-1000000;;;;;-26300.00527;-79999998.21;;;;
;;;-26200.0045;-1000000;;;;;-26200.0045;-79999998.21;;;;
;;;-26100.00374;-1000000;;;;;-26100.00374;-79999998.21;;;;
;;;-26000.00589;-1000000;;;;;-26000.00589;-59999998.66;;;;
;;;-25900.00513;-1000000;;;;;-25900.00513;-59999998.66;;;;
;;;-25800.00437;-1000000;;;;;-25800.00437;-79999998.21;;;;
;;;-25700.00361;-10400000;;;;;-25700.00361;-99999994.04;;;;
;;;-25600.00576;-1000000;;;;;-25600.00576;-79999998.21;;;;
;;;-25500.005;-10400000;;;;;-25500.005;-79999998.21;;;;
;;;-25400.00423;-10400000;;;;;-25400.00423;-79999998.21;;;;
;;;-25300.00347;-10400000;;;;;-25300.00347;-79999998.21;;;;
;;;-25200.00562;-10400000;;;;;-25200.00562;-79999998.21;;;;
;;;-25100.00486;-1000000;;;;;-25100.00486;-79999998.21;;;;
;;;-25000.0041;-1000000;;;;;-25000.0041;-79999998.21;;;;
;;;-24900.00334;-1000000;;;;;-24900.00334;-79999998.21;;;;
;;;-24800.00549;-1000000;;;;;-24800.00549;-99999994.04;;;;
;;;-24700.00472;-1000000;;;;;-24700.00472;-79999998.21;;;;
;;;-24600.00396;-10400000;;;;;-24600.00396;-79999998.21;;;;
;;;-24500.0032;-10400000;;;;;-24500.0032;-99999994.04;;;;
;;;-24400.00535;-10400000;;;;;-24400.00535;-99999994.04;;;;
;;;-24300.00459;-1000000;;;;;-24300.00459;-99999994.04;;;;
;;;-24200.00528;-1000000;;;;;-24200.00528;-79999998.21;;;;
;;;-24100.00452;-1000000;;;;;-24100.00452;-99999994.04;;;;
;;;-24000.00521;-1000000;;;;;-24000.00521;-99999994.04;;;;
;;;-23900.00445;-959999978.5;;;;;-23900.00445;-99999994.04;;;;
;;;-23800.00515;-1000000;;;;;-23800.00515;-1199999.973;;;;
;;;-23700.00439;-10400000;;;;;-23700.00439;-1199999.973;;;;
;;;-23600.00508;-1000000;;;;;-23600.00508;-99999994.04;;;;
;;;-23500.00432;-1000000;;;;;-23500.00432;-99999994.04;;;;
;;;-23400.00501;-1000000;;;;;-23400.00501;-1199999.973;;;;
;;;-23300.00425;-1000000;;;;;-23300.00425;-99999994.04;;;;
;;;-23200.00494;-1000000;;;;;-23200.00494;-99999994.04;;;;
;;;-23100.00418;-959999978.5;;;;;-23100.00418;-99999994.04;;;;
;;;-23000.00488;-959999978.5;;;;;-23000.00488;-99999994.04;;;;
;;;-22900.00411;-959999978.5;;;;;-22900.00411;-1199999.973;;;;
;;;-22800.00481;-1000000;;;;;-22800.00481;-1199999.973;;;;
;;;-22700.00405;-1000000;;;;;-22700.00405;-1199999.973;;;;
;;;-22600.00474;-959999978.5;;;;;-22600.00474;-1199999.973;;;;
;;;-22500.00398;-959999978.5;;;;;-22500.00398;-1199999.973;;;;
;;;-22400.00467;-959999978.5;;;;;-22400.00467;-1199999.973;;;;
;;;-22300.00537;-1000000;;;;;-22300.00537;-99999994.04;;;;
;;;-22200.00461;-959999978.5;;;;;-22200.00461;-1199999.973;;;;
;;;-22100.0053;-959999978.5;;;;;-22100.0053;-1199999.973;;;;
;;;-22000.00454;-959999978.5;;;;;-22000.00454;-1199999.973;;;;
;;;-21900.00523;-919999957.1;;;;;-21900.00523;-1199999.973;;;;
;;;-21800.00447;-959999978.5;;;;;-21800.00447;-1199999.973;;;;
;;;-21700.00516;-919999957.1;;;;;-21700.00516;-1400000.006;;;;
;;;-21600.0044;-959999978.5;;;;;-21600.0044;-1400000.006;;;;
;;;-21500.0051;-959999978.5;;;;;-21500.0051;-1199999.973;;;;
;;;-21400.00433;-919999957.1;;;;;-21400.00433;-1400000.006;;;;
;;;-21300.00503;-919999957.1;;;;;-21300.00503;-1400000.006;;;;
;;;-21200.00427;-919999957.1;;;;;-21200.00427;-1400000.006;;;;
;;;-21100.00496;-919999957.1;;;;;-21100.00496;-1400000.006;;;;
;;;-21000.0042;-959999978.5;;;;;-21000.0042;-1400000.006;;;;
;;;-20900.00489;-919999957.1;;;;;-20900.00489;-1400000.006;;;;
;;;-20800.00413;-919999957.1;;;;;-20800.00413;-1400000.006;;;;
;;;-20700.00483;-959999978.5;;;;;-20700.00483;-1400000.006;;;;
;;;-20600.00406;-919999957.1;;;;;-20600.00406;-1400000.006;;;;
;;;-20500.00476;-879999995.2;;;;;-20500.00476;-1400000.006;;;;
;;;-20400.004;-919999957.1;;;;;-20400.004;-1400000.006;;;;
;;;-20300.00469;-919999957.1;;;;;-20300.00469;-1400000.006;;;;
;;;-20200.00538;-919999957.1;;;;;-20200.00538;-1400000.006;;;;
;;;-20100.00462;-879999995.2;;;;;-20100.00462;-1400000.006;;;;
;;;-20000.00532;-879999995.2;;;;;-20000.00532;-1400000.006;;;;
;;;-19900.00455;-919999957.1;;;;;-19900.00455;-1400000.006;;;;
;;;-19800.00525;-879999995.2;;;;;-19800.00525;-15999999.64;;;;
;;;-19700.00449;-839999973.8;;;;;-19700.00449;-1400000.006;;;;
;;;-19600.00518;-879999995.2;;;;;-19600.00518;-15999999.64;;;;
;;;-19500.00442;-879999995.2;;;;;-19500.00442;-1400000.006;;;;
;;;-19400.00511;-879999995.2;;;;;-19400.00511;-15999999.64;;;;
;;;-19300.00435;-919999957.1;;;;;-19300.00435;-1400000.006;;;;
;;;-19200.00505;-879999995.2;;;;;-19200.00505;-15999999.64;;;;
;;;-19100.00428;-879999995.2;;;;;-19100.00428;-15999999.64;;;;
;;;-19000.00498;-839999973.8;;;;;-19000.00498;-1400000.006;;;;
;;;-18900.00422;-879999995.2;;;;;-18900.00422;-15999999.64;;;;
;;;-18800.00491;-839999973.8;;;;;-18800.00491;-15999999.64;;;;
;;;-18700.00415;-839999973.8;;;;;-18700.00415;-15999999.64;;;;
;;;-18600.00484;-879999995.2;;;;;-18600.00484;-15999999.64;;;;
;;;-18500.00408;-839999973.8;;;;;-18500.00408;-15999999.64;;;;
;;;-18400.00477;-839999973.8;;;;;-18400.00477;-15999999.64;;;;
;;;-18300.00401;-839999973.8;;;;;-18300.00401;-15999999.64;;;;
;;;-18200.00471;-839999973.8;;;;;-18200.00471;-15999999.64;;;;
;;;-18100.00395;-839999973.8;;;;;-18100.00395;-17999999.23;;;;
;;;-18000.00464;-839999973.8;;;;;-18000.00464;-15999999.64;;;;
;;;-17900.00533;-839999973.8;;;;;-17900.00533;-15999999.64;;;;
;;;-17800.00457;-839999973.8;;;;;-17800.00457;-17999999.23;;;;
;;;-17700.00526;-839999973.8;;;;;-17700.00526;-19999998.81;;;;
;;;-17600.0045;-839999973.8;;;;;-17600.0045;-17999999.23;;;;
;;;-17500.0052;-799999952.3;;;;;-17500.0052;-17999999.23;;;;
;;;-17400.00444;-799999952.3;;;;;-17400.00444;-15999999.64;;;;
;;;-17300.00513;-839999973.8;;;;;-17300.00513;-17999999.23;;;;
;;;-17200.00437;-799999952.3;;;;;-17200.00437;-15999999.64;;;;
;;;-17100.00506;-799999952.3;;;;;-17100.00506;-15999999.64;;;;
;;;-17000.0043;-799999952.3;;;;;-17000.0043;-17999999.23;;;;
;;;-16900.00499;-759999990.5;;;;;-16900.00499;-15999999.64;;;;
;;;-16800.00423;-759999990.5;;;;;-16800.00423;-17999999.23;;;;
;;;-16700.00493;-759999990.5;;;;;-16700.00493;-19999998.81;;;;
;;;-16600.00417;-759999990.5;;;;;-16600.00417;-17999999.23;;;;
;;;-16500.00486;-759999990.5;;;;;-16500.00486;-17999999.23;;;;
;;;-16400.0041;-759999990.5;;;;;-16400.0041;-17999999.23;;;;
;;;-16300.00479;-759999990.5;;;;;-16300.00479;-17999999.23;;;;
;;;-16200.00403;-759999990.5;;;;;-16200.00403;-17999999.23;;;;
;;;-16100.00472;-759999990.5;;;;;-16100.00472;-15999999.64;;;;
;;;-16000.00396;-759999990.5;;;;;-16000.00396;-15999999.64;;;;
;;;-15900.00466;-799999952.3;;;;;-15900.00466;-17999999.23;;;;
;;;-15800.00535;-759999990.5;;;;;-15800.00535;-17999999.23;;;;
;;;-15700.00459;-759999990.5;;;;;-15700.00459;-15999999.64;;;;
;;;-15600.00528;-759999990.5;;;;;-15600.00528;-17999999.23;;;;
;;;-15500.00452;-759999990.5;;;;;-15500.00452;-17999999.23;;;;
;;;-15400.00521;-719999969;;;;;-15400.00521;-19999998.81;;;;
;;;-15300.00445;-719999969;;;;;-15300.00445;-19999998.81;;;;
;;;-15200.00515;-719999969;;;;;-15200.00515;-17999999.23;;;;
