Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;;;
;;;23199.99476;1000000;;;;;23199.99476;3999999.911;;;;
;;;23299.99552;1000000;;;;;23299.99552;3999999.911;;;;
;;;23399.99483;1000000;;;;;23399.99483;59999998.66;;;;
;;;23499.99559;1000000;;;;;23499.99559;3999999.911;;;;
;;;23599.99489;1000000;;;;;23599.99489;59999998.66;;;;
;;;23699.99565;1000000;;;;;23699.99565;79999998.21;;;;
;;;23799.99496;1000000;;;;;23799.99496;59999998.66;;;;
;;;23899.99572;1000000;;;;;23899.99572;59999998.66;;;;
;;;23999.99503;1000000;;;;;23999.99503;59999998.66;;;;
;;;24099.99579;1000000;;;;;24099.99579;59999998.66;;;;
;;;24199.9951;1000000;;;;;24199.9951;59999998.66;;;;
;;;24299.99586;1000000;;;;;24299.99586;59999998.66;;;;
;;;24399.99516;1000000;;;;;24399.99516;59999998.66;;;;
;;;24499.99447;1000000;;;;;24499.99447;79999998.21;;;;
;;;24599.99523;1000000;;;;;24599.99523;79999998.21;;;;
;;;24699.99599;959999978.5;;;;;24699.99599;59999998.66;;;;
;;;24799.99384;959999978.5;;;;;24799.99384;59999998.66;;;;
;;;24899.99461;959999978.5;;;;;24899.99461;79999998.21;;;;
;;;24999.99537;959999978.5;;;;;24999.99537;59999998.66;;;;
;;;25099.99613;959999978.5;;;;;25099.99613;79999998.21;;;;
;;;25199.99398;959999978.5;;;;;25199.99398;79999998.21;;;;
;;;25299.99474;959999978.5;;;;;25299.99474;79999998.21;;;;
;;;25399.9955;959999978.5;;;;;25399.9955;79999998.21;;;;
;;;25499.99626;919999957.1;;;;;25499.99626;99999994.04;;;;
;;;25599.99412;1000000;;;;;25599.99412;79999998.21;;;;
;;;25699.99488;959999978.5;;;;;25699.99488;99999994.04;;;;
;;;25799.99564;959999978.5;;;;;25799.99564;99999994.04;;;;
;;;25899.9964;919999957.1;;;;;25899.9964;79999998.21;;;;
;;;25999.99425;959999978.5;;;;;25999.99425;79999998.21;;;;
;;;26099.99501;959999978.5;;;;;26099.99501;79999998.21;;;;
;;;26199.99577;959999978.5;;;;;26199.99577;99999994.04;;;;
;;;26299.99653;959999978.5;;;;;26299.99653;99999994.04;;;;
;;;26399.99439;959999978.5;;;;;26399.99439;99999994.04;;;;
;;;26499.99515;919999957.1;;;;;26499.99515;99999994.04;;;;
;;;26599.99591;959999978.5;;;;;26599.99591;99999994.04;;;;
;;;26699.99667;919999957.1;;;;;26699.99667;99999994.04;;;;
;;;26799.99452;959999978.5;;;;;26799.99452;99999994.04;;;;
;;;26899.99528;959999978.5;;;;;26899.99528;99999994.04;;;;
;;;26999.99604;919999957.1;;;;;26999.99604;79999998.21;;;;
;;;27099.9939;919999957.1;;;;;27099.9939;99999994.04;;;;
;;;27199.99466;919999957.1;;;;;27199.99466;99999994.04;;;;
;;;27299.99542;919999957.1;;;;;27299.99542;99999994.04;;;;
;;;27399.99618;959999978.5;;;;;27399.99618;99999994.04;;;;
;;;27499.99403;919999957.1;;;;;27499.99403;99999994.04;;;;
;;;27599.99479;959999978.5;;;;;27599.99479;99999994.04;;;;
;;;27699.99555;919999957.1;;;;;27699.99555;99999994.04;;;;
;;;27799.99632;959999978.5;;;;;27799.99632;99999994.04;;;;
;;;27899.99417;959999978.5;;;;;27899.99417;1199999.973;;;;
;;;27999.99493;959999978.5;;;;;27999.99493;99999994.04;;;;
;;;28099.99569;959999978.5;;;;;28099.99569;99999994.04;;;;
;;;28199.99645;959999978.5;;;;;28199.99645;99999994.04;;;;
;;;28299.9943;919999957.1;;;;;28299.9943;1199999.973;;;;
;;;28399.99506;919999957.1;;;;;28399.99506;99999994.04;;;;
;;;28499.99582;919999957.1;;;;;28499.99582;99999994.04;;;;
;;;28599.99659;919999957.1;;;;;28599.99659;99999994.04;;;;
;;;28699.99444;919999957.1;;;;;28699.99444;99999994.04;;;;
;;;28799.9952;919999957.1;;;;;28799.9952;99999994.04;;;;
;;;28899.99596;879999995.2;;;;;28899.99596;1199999.973;;;;
;;;28999.99381;879999995.2;;;;;28999.99381;1400000.006;;;;
;;;29099.99457;919999957.1;;;;;29099.99457;1199999.973;;;;
;;;29199.99533;919999957.1;;;;;29199.99533;1400000.006;;;;
;;;29299.9961;879999995.2;;;;;29299.9961;1400000.006;;;;
;;;29399.99395;879999995.2;;;;;29399.99395;1400000.006;;;;
;;;29499.99471;919999957.1;;;;;29499.99471;1199999.973;;;;
;;;29599.99547;879999995.2;;;;;29599.99547;1400000.006;;;;
;;;29699.99623;919999957.1;;;;;29699.99623;1400000.006;;;;
;;;29799.99408;879999995.2;;;;;29799.99408;99999994.04;;;;
;;;29899.99484;839999973.8;;;;;29899.99484;1199999.973;;;;
;;;29999.9956;839999973.8;;;;;29999.9956;1400000.006;;;;
;;;30099.99637;839999973.8;;;;;30099.99637;1199999.973;;;;
;;;30199.99422;879999995.2;;;;;30199.99422;1199999.973;;;;
;;;30299.99498;839999973.8;;;;;30299.99498;1400000.006;;;;
;;;30399.99574;879999995.2;;;;;30399.99574;1400000.006;;;;
;;;30499.9965;839999973.8;;;;;30499.9965;1400000.006;;;;
;;;30599.99435;839999973.8;;;;;30599.99435;15999999.64;;;;
;;;30699.99511;839999973.8;;;;;30699.99511;1400000.006;;;;
;;;30799.99588;839999973.8;;;;;30799.99588;1199999.973;;;;
;;;30899.99664;839999973.8;;;;;30899.99664;1400000.006;;;;
;;;30999.99449;839999973.8;;;;;30999.99449;1400000.006;;;;
;;;31099.99525;839999973.8;;;;;31099.99525;1400000.006;;;;
;;;31199.99601;839999973.8;;;;;31199.99601;1199999.973;;;;
;;;31299.99386;839999973.8;;;;;31299.99386;1400000.006;;;;
;;;31399.99462;839999973.8;;;;;31399.99462;15999999.64;;;;
;;;31499.99538;839999973.8;;;;;31499.99538;1400000.006;;;;
;;;31599.99615;839999973.8;;;;;31599.99615;1400000.006;;;;
;;;31699.994;839999973.8;;;;;31699.994;15999999.64;;;;
;;;31799.99476;839999973.8;;;;;31799.99476;15999999.64;;;;
;;;31899.99552;839999973.8;;;;;31899.99552;15999999.64;;;;
;;;31999.99628;799999952.3;;;;;31999.99628;15999999.64;;;;
;;;32099.99413;799999952.3;;;;;32099.99413;15999999.64;;;;
;;;32199.99489;839999973.8;;;;;32199.99489;1400000.006;;;;
;;;32299.99566;799999952.3;;;;;32299.99566;15999999.64;;;;
;;;32399.99642;799999952.3;;;;;32399.99642;1400000.006;;;;
;;;32499.99427;799999952.3;;;;;32499.99427;15999999.64;;;;
;;;32599.99503;759999990.5;;;;;32599.99503;15999999.64;;;;
;;;32699.99579;759999990.5;;;;;32699.99579;15999999.64;;;;
;;;32799.99655;759999990.5;;;;;32799.99655;17999999.23;;;;
;;;32899.9944;799999952.3;;;;;32899.9944;15999999.64;;;;
;;;32999.99517;759999990.5;;;;;32999.99517;15999999.64;;;;
;;;33099.99593;759999990.5;;;;;33099.99593;15999999.64;;;;
;;;33199.99378;799999952.3;;;;;33199.99378;15999999.64;;;;
;;;33299.99454;759999990.5;;;;;33299.99454;15999999.64;;;;
;;;33399.9953;799999952.3;;;;;33399.9953;15999999.64;;;;
;;;33499.99606;759999990.5;;;;;33499.99606;1400000.006;;;;
;;;33599.99391;759999990.5;;;;;33599.99391;15999999.64;;;;
;;;33699.99467;759999990.5;;;;;33699.99467;15999999.64;;;;
;;;33799.99544;759999990.5;;;;;33799.99544;15999999.64;;;;
;;;33899.9962;719999969;;;;;33899.9962;17999999.23;;;;
;;;33999.99405;719999969;;;;;33999.99405;15999999.64;;;;
;;;34099.99481;759999990.5;;;;;34099.99481;17999999.23;;;;
;;;34199.99557;719999969;;;;;34199.99557;15999999.64;;;;
;;;34299.99633;719999969;;;;;34299.99633;19999998.81;;;;
;;;34399.99418;719999969;;;;;34399.99418;17999999.23;;;;
;;;34499.99495;719999969;;;;;34499.99495;17999999.23;;;;
;;;34599.99571;719999969;;;;;34599.99571;17999999.23;;;;
;;;34699.99647;719999969;;;;;34699.99647;15999999.64;;;;
;;;34799.99432;719999969;;;;;34799.99432;17999999.23;;;;
;;;34899.99508;719999969;;;;;34899.99508;17999999.23;;;;
;;;34999.99584;680000007.2;;;;;34999.99584;17999999.23;;;;
;;;35099.9966;680000007.2;;;;;35099.9966;17999999.23;;;;
;;;35199.99445;719999969;;;;;35199.99445;17999999.23;;;;
;;;35299.99522;680000007.2;;;;;35299.99522;17999999.23;;;;
;;;35399.99598;680000007.2;;;;;35399.99598;17999999.23;;;;
;;;35499.99383;639999985.7;;;;;35499.99383;17999999.23;;;;
;;;35599.99459;639999985.7;;;;;35599.99459;17999999.23;;;;
;;;35699.99535;639999985.7;;;;;35699.99535;17999999.23;;;;
;;;35799.99611;639999985.7;;;;;35799.99611;17999999.23;;;;
;;;35899.99396;639999985.7;;;;;35899.99396;17999999.23;;;;
;;;35999.99473;639999985.7;;;;;35999.99473;17999999.23;;;;
;;;36099.99549;639999985.7;;;;;36099.99549;17999999.23;;;;
;;;36199.99625;639999985.7;;;;;36199.99625;17999999.23;;;;
;;;36299.9941;639999985.7;;;;;36299.9941;17999999.23;;;;
;;;36399.99486;639999985.7;;;;;36399.99486;19999998.81;;;;
;;;36499.99562;639999985.7;;;;;36499.99562;19999998.81;;;;
;;;36599.99638;599999964.2;;;;;36599.99638;19999998.81;;;;
;;;36699.99423;599999964.2;;;;;36699.99423;17999999.23;;;;
;;;36799.995;599999964.2;;;;;36799.995;19999998.81;;;;
;;;36899.99576;560000002.4;;;;;36899.99576;17999999.23;;;;
;;;36999.99652;560000002.4;;;;;36999.99652;19999998.81;;;;
;;;37099.99437;560000002.4;;;;;37099.99437;19999998.81;;;;
;;;37199.99513;560000002.4;;;;;37199.99513;21999999.88;;;;
;;;37299.99589;560000002.4;;;;;37299.99589;17999999.23;;;;
;;;37399.99374;560000002.4;;;;;37399.99374;17999999.23;;;;
;;;37499.99451;560000002.4;;;;;37499.99451;17999999.23;;;;
;;;37599.99527;560000002.4;;;;;37599.99527;19999998.81;;;;
;;;37699.99603;560000002.4;;;;;37699.99603;19999998.81;;;;
;;;37799.99388;560000002.4;;;;;37799.99388;21999999.88;;;;
;;;37899.99464;560000002.4;;;;;37899.99464;19999998.81;;;;
;;;37999.9954;519999980.9;;;;;37999.9954;19999998.81;;;;
;;;38099.99616;519999980.9;;;;;38099.99616;19999998.81;;;;
;;;38199.99402;560000002.4;;;;;38199.99402;17999999.23;;;;
;;;38299.99478;519999980.9;;;;;38299.99478;17999999.23;;;;
;;;38399.99554;519999980.9;;;;;38399.99554;17999999.23;;;;
;;;38499.9963;519999980.9;;;;;38499.9963;17999999.23;;;;
;;;38599.99415;519999980.9;;;;;38599.99415;19999998.81;;;;
;;;38699.99491;519999980.9;;;;;38699.99491;19999998.81;;;;
;;;38799.99567;479999989.3;;;;;38799.99567;19999998.81;;;;
;;;38899.99643;519999980.9;;;;;38899.99643;17999999.23;;;;
;;;38999.99429;479999989.3;;;;;38999.99429;19999998.81;;;;
;;;39099.99505;479999989.3;;;;;39099.99505;17999999.23;;;;
;;;39199.99581;479999989.3;;;;;39199.99581;19999998.81;;;;
;;;39299.99657;479999989.3;;;;;39299.99657;17999999.23;;;;
;;;39399.99442;479999989.3;;;;;39399.99442;19999998.81;;;;
;;;39499.99518;479999989.3;;;;;39499.99518;17999999.23;;;;
;;;39599.99594;479999989.3;;;;;39599.99594;19999998.81;;;;
;;;39699.9938;479999989.3;;;;;39699.9938;19999998.81;;;;
;;;39799.99456;439999997.6;;;;;39799.99456;19999998.81;;;;
;;;39899.99532;479999989.3;;;;;39899.99532;19999998.81;;;;
;;;39999.99608;479999989.3;;;;;39999.99608;19999998.81;;;;
;;;40099.99393;439999997.6;;;;;40099.99393;17999999.23;;;;
;;;40199.99469;439999997.6;;;;;40199.99469;19999998.81;;;;
;;;40299.99545;439999997.6;;;;;40299.99545;19999998.81;;;;
;;;403999.9621;439999997.6;;;;;403999.9621;19999998.81;;;;
;;;404999.9407;39999997.62;;;;;404999.9407;19999998.81;;;;
;;;405999.9483;39999997.62;;;;;405999.9483;19999998.81;;;;
;;;406999.9559;39999997.62;;;;;406999.9559;19999998.81;;;;
;;;407999.9635;35999998.45;;;;;407999.9635;19999998.81;;;;
;;;408999.942;39999997.62;;;;;408999.942;19999998.81;;;;
;;;409999.9496;35999998.45;;;;;409999.9496;21999999.88;;;;
;;;410999.9572;35999998.45;;;;;410999.9572;19999998.81;;;;
;;;411999.9649;35999998.45;;;;;411999.9649;19999998.81;;;;
;;;412999.9434;31999999.29;;;;;412999.9434;19999998.81;;;;
;;;413999.951;35999998.45;;;;;413999.951;19999998.81;;;;
;;;414999.9586;31999999.29;;;;;414999.9586;19999998.81;;;;
;;;415999.9662;31999999.29;;;;;415999.9662;19999998.81;;;;
;;;416999.9447;31999999.29;;;;;416999.9447;19999998.81;;;;
;;;417999.9523;31999999.29;;;;;417999.9523;19999998.81;;;;
;;;418999.9599;31999999.29;;;;;418999.9599;19999998.81;;;;
;;;419999.9385;28000000.12;;;;;419999.9385;19999998.81;;;;
;;;420999.9461;31999999.29;;;;;420999.9461;19999998.81;;;;
;;;421999.9537;28000000.12;;;;;421999.9537;19999998.81;;;;
;;;422999.9613;28000000.12;;;;;422999.9613;17999999.23;;;;
;;;423999.9398;28000000.12;;;;;423999.9398;19999998.81;;;;
;;;424999.9474;28000000.12;;;;;424999.9474;19999998.81;;;;
;;;425999.955;28000000.12;;;;;425999.955;19999998.81;;;;
;;;426999.9627;23999999.46;;;;;426999.9627;19999998.81;;;;
;;;427999.9412;28000000.12;;;;;427999.9412;21999999.88;;;;
;;;428999.9488;23999999.46;;;;;428999.9488;19999998.81;;;;
;;;429999.9564;23999999.46;;;;;429999.9564;19999998.81;;;;
;;;430999.964;28000000.12;;;;;430999.964;19999998.81;;;;
;;;431999.9425;28000000.12;;;;;431999.9425;21999999.88;;;;
;;;432999.9501;23999999.46;;;;;432999.9501;19999998.81;;;;
;;;433999.9578;23999999.46;;;;;433999.9578;19999998.81;;;;
;;;434999.9654;19999998.81;;;;;434999.9654;19999998.81;;;;
;;;435999.9439;19999998.81;;;;;435999.9439;19999998.81;;;;
;;;436999.9515;19999998.81;;;;;436999.9515;19999998.81;;;;
;;;437999.9591;19999998.81;;;;;437999.9591;21999999.88;;;;
;;;438999.9376;19999998.81;;;;;438999.9376;17999999.23;;;;
;;;439999.9452;19999998.81;;;;;439999.9452;17999999.23;;;;
;;;440999.9528;19999998.81;;;;;440999.9528;19999998.81;;;;
;;;441999.9605;19999998.81;;;;;441999.9605;19999998.81;;;;
;;;442999.939;19999998.81;;;;;442999.939;21999999.88;;;;
;;;443999.9466;19999998.81;;;;;443999.9466;19999998.81;;;;
;;;444999.9542;15999999.64;;;;;444999.9542;21999999.88;;;;
;;;445999.9618;15999999.64;;;;;445999.9618;21999999.88;;;;
;;;446999.9403;15999999.64;;;;;446999.9403;19999998.81;;;;
;;;447999.9479;15999999.64;;;;;447999.9479;19999998.81;;;;
;;;448999.9556;15999999.64;;;;;448999.9556;19999998.81;;;;
;;;449999.9632;1199999.973;;;;;449999.9632;21999999.88;;;;
;;;450999.9417;1199999.973;;;;;450999.9417;19999998.81;;;;
;;;451999.9493;1199999.973;;;;;451999.9493;19999998.81;;;;
;;;452999.9569;1199999.973;;;;;452999.9569;19999998.81;;;;
;;;453999.9645;1199999.973;;;;;453999.9645;19999998.81;;;;
;;;454999.943;1199999.973;;;;;454999.943;19999998.81;;;;
;;;455999.9506;1199999.973;;;;;455999.9506;19999998.81;;;;
;;;456999.9583;1199999.973;;;;;456999.9583;19999998.81;;;;
;;;457999.9659;79999998.21;;;;;457999.9659;19999998.81;;;;
;;;458999.9444;1199999.973;;;;;458999.9444;21999999.88;;;;
;;;459999.952;79999998.21;;;;;459999.952;21999999.88;;;;
;;;460999.9596;79999998.21;;;;;460999.9596;19999998.81;;;;
;;;461999.9381;79999998.21;;;;;461999.9381;19999998.81;;;;
;;;462999.9457;3999999.911;;;;;462999.9457;19999998.81;;;;
;;;463999.9534;3999999.911;;;;;463999.9534;19999998.81;;;;
;;;464999.961;3999999.911;;;;;464999.961;21999999.88;;;;
;;;465999.9395;3999999.911;;;;;465999.9395;19999998.81;;;;
;;;466999.9471;0;;;;;466999.9471;19999998.81;;;;
;;;467999.9547;0;;;;;467999.9547;19999998.81;;;;
;;;468999.9623;3999999.911;;;;;468999.9623;19999998.81;;;;
;;;469999.9408;3999999.911;;;;;469999.9408;19999998.81;;;;
;;;470999.9484;0;;;;;470999.9484;19999998.81;;;;
;;;471999.9561;0;;;;;471999.9561;19999998.81;;;;
;;;472999.9637;0;;;;;472999.9637;19999998.81;;;;
;;;473999.9422;-3999999.911;;;;;473999.9422;19999998.81;;;;
;;;474999.9498;-3999999.911;;;;;474999.9498;19999998.81;;;;
;;;475999.9574;-3999999.911;;;;;475999.9574;19999998.81;;;;
;;;476999.965;-3999999.911;;;;;476999.965;19999998.81;;;;
;;;477999.9435;-79999998.21;;;;;477999.9435;19999998.81;;;;
;;;478999.9512;-79999998.21;;;;;478999.9512;19999998.81;;;;
;;;479999.9588;-79999998.21;;;;;479999.9588;19999998.81;;;;
;;;480999.9373;-79999998.21;;;;;480999.9373;19999998.81;;;;
;;;481999.9449;-79999998.21;;;;;481999.9449;19999998.81;;;;
;;;482999.9525;-79999998.21;;;;;482999.9525;19999998.81;;;;
;;;483999.9601;-1199999.973;;;;;483999.9601;21999999.88;;;;
;;;484999.9386;-1199999.973;;;;;484999.9386;19999998.81;;;;
;;;485999.9463;-1199999.973;;;;;485999.9463;17999999.23;;;;
;;;486999.9539;-1199999.973;;;;;486999.9539;19999998.81;;;;
;;;487999.9615;-1199999.973;;;;;487999.9615;19999998.81;;;;
;;;488999.94;-1199999.973;;;;;488999.94;19999998.81;;;;
;;;489999.9476;-1199999.973;;;;;489999.9476;17999999.23;;;;
;;;490999.9552;-15999999.64;;;;;490999.9552;19999998.81;;;;
;;;491999.9628;-15999999.64;;;;;491999.9628;21999999.88;;;;
;;;492999.9704;-15999999.64;;;;;492999.9704;17999999.23;;;;
;;;493999.9781;-15999999.64;;;;;493999.9781;19999998.81;;;;
;;;494999.9275;-15999999.64;;;;;494999.9275;19999998.81;;;;
;;;495999.9351;-15999999.64;;;;;495999.9351;17999999.23;;;;
;;;496999.9427;-15999999.64;;;;;496999.9427;19999998.81;;;;
;;;497999.9503;-15999999.64;;;;;497999.9503;19999998.81;;;;
;;;498999.9579;-15999999.64;;;;;498999.9579;19999998.81;;;;
;;;499999.9655;-15999999.64;;;;;499999.9655;17999999.23;;;;
;;;500999.9732;-15999999.64;;;;;500999.9732;19999998.81;;;;
;;;501999.9808;-15999999.64;;;;;501999.9808;17999999.23;;;;
;;;502999.9302;-19999998.81;;;;;502999.9302;17999999.23;;;;
;;;503999.9378;-19999998.81;;;;;503999.9378;17999999.23;;;;
;;;504999.9454;-19999998.81;;;;;504999.9454;17999999.23;;;;
;;;505999.953;-23999999.46;;;;;505999.953;19999998.81;;;;
;;;506999.9606;-23999999.46;;;;;506999.9606;17999999.23;;;;
;;;507999.9682;-23999999.46;;;;;507999.9682;17999999.23;;;;
;;;508999.9759;-23999999.46;;;;;508999.9759;17999999.23;;;;
;;;509999.9253;-23999999.46;;;;;509999.9253;17999999.23;;;;
;;;510999.9329;-23999999.46;;;;;510999.9329;17999999.23;;;;
;;;511999.9405;-23999999.46;;;;;511999.9405;17999999.23;;;;
;;;512999.9481;-23999999.46;;;;;512999.9481;17999999.23;;;;
;;;513999.9557;-28000000.12;;;;;513999.9557;15999999.64;;;;
;;;514999.9633;-28000000.12;;;;;514999.9633;17999999.23;;;;
;;;515999.971;-28000000.12;;;;;515999.971;15999999.64;;;;
;;;516999.9786;-28000000.12;;;;;516999.9786;19999998.81;;;;
;;;517999.928;-31999999.29;;;;;517999.928;17999999.23;;;;
;;;518999.9356;-31999999.29;;;;;518999.9356;19999998.81;;;;
;;;519999.9432;-31999999.29;;;;;519999.9432;15999999.64;;;;
;;;520999.9508;-31999999.29;;;;;520999.9508;17999999.23;;;;
;;;521999.9584;-31999999.29;;;;;521999.9584;15999999.64;;;;
;;;522999.9661;-28000000.12;;;;;522999.9661;17999999.23;;;;
;;;523999.9737;-31999999.29;;;;;523999.9737;15999999.64;;;;
;;;524999.9231;-35999998.45;;;;;524999.9231;15999999.64;;;;
;;;525999.9307;-31999999.29;;;;;525999.9307;15999999.64;;;;
;;;526999.9383;-35999998.45;;;;;526999.9383;17999999.23;;;;
;;;527999.9459;-31999999.29;;;;;527999.9459;15999999.64;;;;
;;;528999.9535;-35999998.45;;;;;528999.9535;15999999.64;;;;
;;;529999.9611;-35999998.45;;;;;529999.9611;15999999.64;;;;
;;;530999.9688;-35999998.45;;;;;530999.9688;15999999.64;;;;
;;;531999.9764;-35999998.45;;;;;531999.9764;17999999.23;;;;
;;;532999.9258;-39999997.62;;;;;532999.9258;15999999.64;;;;
;;;533999.9334;-39999997.62;;;;;533999.9334;15999999.64;;;;
;;;534999.941;-39999997.62;;;;;534999.941;17999999.23;;;;
;;;535999.9486;-39999997.62;;;;;535999.9486;17999999.23;;;;
;;;536999.9562;-439999997.6;;;;;536999.9562;15999999.64;;;;
;;;537999.9639;-39999997.62;;;;;537999.9639;15999999.64;;;;
;;;538999.9715;-39999997.62;;;;;538999.9715;1400000.006;;;;
;;;539999.9791;-39999997.62;;;;;539999.9791;15999999.64;;;;
;;;540999.9285;-439999997.6;;;;;540999.9285;15999999.64;;;;
;;;541999.9361;-439999997.6;;;;;541999.9361;1400000.006;;;;
;;;542999.9437;-439999997.6;;;;;542999.9437;15999999.64;;;;
;;;543999.9513;-439999997.6;;;;;543999.9513;15999999.64;;;;
;;;544999.9589;-479999989.3;;;;;544999.9589;1400000.006;;;;
;;;545999.9666;-479999989.3;;;;;545999.9666;15999999.64;;;;
;;;546999.9742;-479999989.3;;;;;546999.9742;15999999.64;;;;
;;;547999.9236;-479999989.3;;;;;547999.9236;1400000.006;;;;
;;;548999.9312;-479999989.3;;;;;548999.9312;15999999.64;;;;
;;;549999.9388;-479999989.3;;;;;549999.9388;15999999.64;;;;
;;;550999.9464;-479999989.3;;;;;550999.9464;15999999.64;;;;
;;;551999.954;-479999989.3;;;;;551999.954;15999999.64;;;;
;;;552999.9617;-519999980.9;;;;;552999.9617;1400000.006;;;;
;;;553999.9693;-519999980.9;;;;;553999.9693;1400000.006;;;;
;;;554999.9769;-519999980.9;;;;;554999.9769;1400000.006;;;;
;;;555999.9263;-519999980.9;;;;;555999.9263;1400000.006;;;;
;;;556999.9339;-519999980.9;;;;;556999.9339;1400000.006;;;;
;;;557999.9415;-519999980.9;;;;;557999.9415;15999999.64;;;;
;;;558999.9491;-519999980.9;;;;;558999.9491;1400000.006;;;;
;;;559999.9567;-519999980.9;;;;;559999.9567;15999999.64;;;;
;;;560999.9644;-519999980.9;;;;;560999.9644;1400000.006;;;;
;;;561999.972;-560000002.4;;;;;561999.972;1400000.006;;;;
;;;562999.9796;-560000002.4;;;;;562999.9796;15999999.64;;;;
;;;563999.929;-560000002.4;;;;;563999.929;1400000.006;;;;
;;;564999.9366;-560000002.4;;;;;564999.9366;1400000.006;;;;
;;;565999.9442;-560000002.4;;;;;565999.9442;1400000.006;;;;
;;;566999.9518;-560000002.4;;;;;566999.9518;1400000.006;;;;
;;;567999.9595;-599999964.2;;;;;567999.9595;1400000.006;;;;
;;;568999.9671;-599999964.2;;;;;568999.9671;1199999.973;;;;
;;;569999.9747;-599999964.2;;;;;569999.9747;99999994.04;;;;
;;;570999.9241;-639999985.7;;;;;570999.9241;1400000.006;;;;
;;;571999.9317;-599999964.2;;;;;571999.9317;1400000.006;;;;
;;;572999.9393;-599999964.2;;;;;572999.9393;1400000.006;;;;
;;;573999.9469;-599999964.2;;;;;573999.9469;1199999.973;;;;
;;;574999.9546;-639999985.7;;;;;574999.9546;1199999.973;;;;
;;;575999.9622;-639999985.7;;;;;575999.9622;1199999.973;;;;
;;;576999.9698;-599999964.2;;;;;576999.9698;1400000.006;;;;
;;;577999.9774;-639999985.7;;;;;577999.9774;1199999.973;;;;
;;;578999.9268;-599999964.2;;;;;578999.9268;1199999.973;;;;
;;;579999.9344;-639999985.7;;;;;579999.9344;1199999.973;;;;
;;;580999.942;-599999964.2;;;;;580999.942;99999994.04;;;;
;;;581999.9496;-680000007.2;;;;;581999.9496;1199999.973;;;;
;;;582999.9573;-680000007.2;;;;;582999.9573;1199999.973;;;;
;;;583999.9649;-639999985.7;;;;;583999.9649;99999994.04;;;;
;;;584999.9725;-680000007.2;;;;;584999.9725;1199999.973;;;;
;;;585999.9801;-639999985.7;;;;;585999.9801;1199999.973;;;;
;;;586999.9295;-680000007.2;;;;;586999.9295;99999994.04;;;;
;;;587999.9371;-680000007.2;;;;;587999.9371;1199999.973;;;;
;;;588999.9447;-719999969;;;;;588999.9447;99999994.04;;;;
;;;589999.9524;-719999969;;;;;589999.9524;1199999.973;;;;
;;;590999.96;-680000007.2;;;;;590999.96;1199999.973;;;;
;;;591999.9676;-719999969;;;;;591999.9676;1199999.973;;;;
;;;592999.9752;-719999969;;;;;592999.9752;99999994.04;;;;
;;;593999.9246;-680000007.2;;;;;593999.9246;99999994.04;;;;
;;;594999.9322;-719999969;;;;;594999.9322;99999994.04;;;;
;;;595999.9398;-719999969;;;;;595999.9398;1199999.973;;;;
;;;596999.9474;-719999969;;;;;596999.9474;99999994.04;;;;
;;;597999.9551;-719999969;;;;;597999.9551;99999994.04;;;;
;;;598999.9627;-759999990.5;;;;;598999.9627;1199999.973;;;;
;;;599999.9703;-719999969;;;;;599999.9703;1199999.973;;;;
;;;600999.9779;-759999990.5;;;;;600999.9779;99999994.04;;;;
;;;601999.9273;-759999990.5;;;;;601999.9273;99999994.04;;;;
;;;602999.9349;-759999990.5;;;;;602999.9349;99999994.04;;;;
;;;603999.9425;-759999990.5;;;;;603999.9425;99999994.04;;;;
;;;604999.9502;-759999990.5;;;;;604999.9502;79999998.21;;;;
;;;605999.9578;-759999990.5;;;;;605999.9578;99999994.04;;;;
;;;606999.9654;-759999990.5;;;;;606999.9654;79999998.21;;;;
;;;607999.973;-759999990.5;;;;;607999.973;79999998.21;;;;
;;;608999.9224;-759999990.5;;;;;608999.9224;99999994.04;;;;
;;;609999.93;-759999990.5;;;;;609999.93;79999998.21;;;;
;;;610999.9376;-759999990.5;;;;;610999.9376;99999994.04;;;;
;;;611999.9452;-799999952.3;;;;;611999.9452;99999994.04;;;;
;;;612999.9529;-799999952.3;;;;;612999.9529;79999998.21;;;;
;;;613999.9605;-799999952.3;;;;;613999.9605;99999994.04;;;;
;;;614999.9681;-799999952.3;;;;;614999.9681;79999998.21;;;;
;;;615999.9757;-799999952.3;;;;;615999.9757;79999998.21;;;;
;;;616999.9251;-799999952.3;;;;;616999.9251;99999994.04;;;;
;;;617999.9327;-799999952.3;;;;;617999.9327;79999998.21;;;;
;;;618999.9403;-839999973.8;;;;;618999.9403;99999994.04;;;;
;;;619999.948;-799999952.3;;;;;619999.948;59999998.66;;;;
;;;620999.9556;-799999952.3;;;;;620999.9556;79999998.21;;;;
;;;621999.9632;-839999973.8;;;;;621999.9632;59999998.66;;;;
;;;622999.9708;-839999973.8;;;;;622999.9708;79999998.21;;;;
;;;623999.9784;-839999973.8;;;;;623999.9784;79999998.21;;;;
;;;624999.9278;-839999973.8;;;;;624999.9278;79999998.21;;;;
;;;625999.9354;-839999973.8;;;;;625999.9354;59999998.66;;;;
;;;626999.9431;-839999973.8;;;;;626999.9431;79999998.21;;;;
;;;627999.9507;-839999973.8;;;;;627999.9507;59999998.66;;;;
;;;628999.9583;-839999973.8;;;;;628999.9583;79999998.21;;;;
